,0,1,2
0,134154216.36363636,482632173.991455,English
1,434062702.68336314,2028099352.645702,Mandarin Chinese
2,298311492.12886083,2587663458.451509,Hindi
3,452251010.17691046,4308636532.674025,Spanish
4,150555496.53411165,2869235131.219355,French
5,,,Modern Standard Arabic
6,447663962.1562156,8575225631.7245035,Bengali
7,311560966.69248646,6303262075.737445,Russian
8,471086072.79782695,9549143200.691889,Portuguese
9,158540432.6848249,3580494130.4688745,Urdu
10,114448992.16080402,3004259588.675179,Indonesian
11,293396747.6968796,11386461846.442652,Standard German
12,521953836.68261564,21742682173.001007,Japanese
13,20340852.361226182,880319733.5770228,Nigerian Pidgin
14,438032091.2209889,23089303602.819824,Marathi
15,451410993.52142113,24639889367.835125,Telugu
16,487387592.2814983,28898621059.60536,Turkish
17,474002770.3703704,28657988050.86557,Tamil
18,519929416.8224299,31728473999.684517,Yue Chinese
19,518083655.8030481,31727030072.133713,Vietnamese
20,178989614.58080193,11360738343.185825,Tagalog
21,521731805.3789731,33317512453.3663,Wu Chinese
22,,,Korean
23,380641996.8992248,25689420177.91303,Iranian Persian
24,344181794.03372246,23319115618.95113,Hausa
25,,,Egyptian Spoken Arabic
26,117789403.92156863,8617604767.825123,Swahili
27,,,Javanese
28,498521383.21060383,38352402703.42805,Italian
29,,,Western Punjabi
30,396675022.5,32376764089.583435,Kannada
31,480243754.83870965,40462116502.03204,Gujarati
32,178139493.9044481,15330279849.532803,Thai
33,294344364.5217391,26740310162.255074,Amharic
34,520380417.52380955,51777395591.25322,Bhojpuri
35,485996445.64796907,49104479247.912544,Eastern Punjabi
36,518166211.6700201,54461708502.32456,Min Nan Chinese
37,,,Jin Chinese
38,499459417.54385966,57215529764.50724,Yoruba
39,518816859.8639456,61454551159.60844,Hakka Chinese
40,400888911.627907,48700581656.42661,Burmese
41,411227761.70212764,50783264863.22579,Sudanese Spoken Arabic
42,514650640.3940887,66216320414.51139,Polish
43,449782949.87593055,58301066858.52849,Algerian Spoken Arabic
44,263129506.69975185,34106964185.24865,Lingala
