,0,1,2
0,141062163.1818182,533615818.7592894,English
1,456413711.4490161,2242340968.7692757,Mandarin Chinese
2,313672320.72401196,2861015550.6946034,Hindi
3,475538581.834762,4763786450.672354,Spanish
4,158307987.59576797,3172331510.9647884,French
5,,,Modern Standard Arabic
6,470715334.87348735,9481083717.803139,Bengali
7,327604044.92641366,6969117548.840756,Russian
8,495343510.4384944,10557882673.559843,Portuguese
9,166704088.71595332,3958725526.298637,Urdu
10,120342266.13065326,3321619499.4176545,Indonesian
11,308504503.41753346,12589289501.177103,Standard German
12,548830586.7623605,24039506222.339733,Japanese
13,21388255.343827672,973313758.8356872,Nigerian Pidgin
14,460587494.0464178,25528380225.265812,Marathi
15,474655310.553814,27242764671.93925,Telugu
16,512484437.23042,31951374501.62777,Turkish
17,498410396.2962963,31685321828.600906,Tamil
18,546701924.2990655,35080163618.81468,Yue Chinese
19,544761120.2813599,35078567159.59838,Vietnamese
20,188206251.7618469,12560848653.277908,Tagalog
21,548597122.4938875,36837062767.26725,Wu Chinese
22,,,Korean
23,400242235.65891474,28403164398.093307,Iranian Persian
24,361904602.85343707,25782468812.30394,Hausa
25,,,Egyptian Spoken Arabic
26,123854684.31372549,9527939643.759378,Swahili
27,,,Javanese
28,524191535.7879234,42403821943.16386,Italian
29,,,Western Punjabi
30,417100843.125,35796936900.32631,Kannada
31,504972745.16129035,44736398834.3385,Gujarati
32,187312356.17792422,16949719215.906061,Thai
33,309500915.4782609,29565066877.123943,Amharic
34,547176148.1904762,57246986070.471504,Bhojpuri
35,511021656.8665377,54291711805.95039,Eastern Punjabi
36,544847927.1629778,60214860797.92974,Min Nan Chinese
37,,,Jin Chinese
38,525177871.9298246,63259586505.67414,Yoruba
39,545532078.9115646,67946403909.035065,Hakka Chinese
40,421531716.2790698,53845147827.0237,Burmese
41,432402940.4255319,56147838705.29913,Sudanese Spoken Arabic
42,541151330.0492611,73211190503.52107,Polish
43,472943434.7394541,64459796098.89115,Algerian Spoken Arabic
44,276678724.0694789,37709909533.35707,Lingala
