,0,1,2
0,64187133.18181818,110485064.79218195,English
1,207680692.12880144,464276317.36381066,Mandarin Chinese
2,142729464.59647956,592372784.6466331,Hindi
3,216383029.98358563,986341176.8459514,Spanish
4,72034453.84896024,656830701.432656,French
5,,,Modern Standard Arabic
6,214188321.0121012,1963056776.1225038,Bengali
7,149068779.24089852,1442954606.7773857,Russian
8,225394812.88319752,2186007817.3258014,Portuguese
9,75854908.94941634,819653448.9635675,Urdu
10,54759014.67336684,687740754.1279826,Indonesian
11,140377966.71619615,2606610256.5308824,Standard German
12,249732892.02551833,4977375687.105283,Japanese
13,9732239.768019885,201524448.72814414,Nigerian Pidgin
14,209579877.0938446,5285646796.951986,Marathi
15,215981117.45036572,5640609805.93817,Telugu
16,233194402.27014756,6615526672.765378,Turkish
17,226790329.62962964,6560440511.92807,Tamil
18,248764292.52336448,7263341928.949537,Yue Chinese
19,247881173.7397421,7263011382.339504,Vietnamese
20,85638979.82989064,2600721583.7958922,Tagalog
21,249626659.41320294,7627107599.730138,Wu Chinese
22,,,Korean
23,182121137.98449612,5880870372.476573,Iranian Persian
24,164676469.00129703,5338255795.814004,Hausa
25,,,Egyptian Spoken Arabic
26,56357260.78431372,1972758287.6466744,Swahili
27,,,Javanese
28,238521451.54639176,8779704143.17866,Italian
29,,,Western Punjabi
30,189792264.375,7411749715.347715,Kannada
31,229776377.41935483,9262663792.975754,Gujarati
32,85232232.94892916,3509436489.5944567,Thai
33,140831361.39130434,6121442083.743262,Amharic
34,248980077.33333334,11852978758.874311,Bhojpuri
35,232528797.29206964,11241089723.512768,Eastern Punjabi
36,247920673.23943663,12467476717.950405,Min Nan Chinese
37,,,Jin Chinese
38,238970261.40350878,13097886659.463604,Yoruba
39,248231980.95238096,14068291408.11489,Hakka Chinese
40,191808432.55813953,11148628727.39708,Burmese
41,196755136.17021278,11625400483.290981,Sudanese Spoken Arabic
42,246238620.68965518,15158364579.785969,Polish
43,215202167.24565756,13346389852.227081,Algerian Spoken Arabic
44,125896368.73449132,7807830374.645814,Lingala
