,0,1,2
0,199418059.77272728,1066440401.2743101,English
1,645227144.8121645,4481357033.395673,Mandarin Chinese
2,443435179.1597476,5717788837.349155,Hindi
3,672263767.9554988,9520509241.746887,Spanish
4,223798295.877417,6339959144.004542,French
5,,,Modern Standard Arabic
6,665445195.709571,18948109049.762486,Bengali
7,463130307.5135554,13927901411.532494,Russian
8,700261782.0721769,21100110302.53447,Portuguese
9,235667773.54085603,7911581123.319687,Urdu
10,170126564.62311557,6638313759.280532,Indonesian
11,436129491.5304606,25159911823.097633,Standard German
12,775875885.4066986,48043367083.45,Japanese
13,30236346.06462303,1945184304.9779675,Nigerian Pidgin
14,651127576.2865793,51018907412.8562,Marathi
15,671015096.8652037,54445134246.79791,Telugu
16,724493725.53916,63855372061.50995,Turkish
17,704597405.5555556,63323661213.72705,Tamil
18,772866618.2242991,70108310981.86203,Yue Chinese
19,770122924.5017585,70105120430.63135,Vietnamese
20,266065149.6962333,25103072298.893272,Tagalog
21,775545839.4865526,73619504179.30252,Wu Chinese
22,,,Korean
23,565818134.8837209,56764213078.59798,Iranian Persian
24,511620636.57587546,51526707828.80001,Hausa
25,,,Egyptian Spoken Arabic
26,175092032.3529412,19041751424.523853,Swahili
27,,,Javanese
28,741043924.5949926,84744768237.52301,Italian
29,,,Western Punjabi
30,589650966.5625,71540794725.94455,Kannada
31,713874527.4193548,89406463315.47495,Gujarati
32,264801459.14332783,33874305683.302185,Thai
33,437538108.5217391,59086295187.895424,Amharic
34,773537023.4285715,114409087306.83255,Bhojpuri
35,722425808.7040619,108502920807.00995,Eastern Punjabi
36,770245642.4547284,120340436048.78241,Min Nan Chinese
37,,,Jin Chinese
38,742438297.3684211,126425372798.00917,Yoruba
39,771212820.4081633,135792058073.49632,Hakka Chinese
40,595914844.1860465,107610455006.4485,Burmese
41,611283376.5957447,112212422373.06158,Sudanese Spoken Arabic
42,765019802.955665,146313824728.58112,Polish
43,668595036.4764268,128824012334.5575,Algerian Spoken Arabic
44,391137730.27295285,75363903469.49617,Lingala
