,0,1,2
0,166309059.77272728,741719049.6778915,English
1,538101312.9695885,3116824790.3078046,Mandarin Chinese
2,369812482.3812687,3976774414.8007026,Hindi
3,560649097.1548423,6621601224.784911,Spanish
4,186641491.79131705,4409499551.656742,French
5,,,Modern Standard Arabic
6,554962599.449945,13178583088.927689,Bengali
7,386237666.1502711,9686982776.182358,Russian
8,583998654.4043461,14675319636.234375,Portuguese
9,196540302.72373542,5502577007.797373,Urdu
10,141880775.67839196,4617007914.472978,Indonesian
11,363719744.1307578,17498948713.03491,Standard German
12,647058692.4242424,33414601072.766987,Japanese
13,25216263.21458161,1352893469.163961,Nigerian Pidgin
14,543022107.0635722,35484116577.58864,Marathi
15,559607740.5433646,37867088666.99513,Telugu
16,604207414.5289444,44411995106.05251,Turkish
17,587614442.5925926,44042185349.92389,Tamil
18,644549048.1308411,48760971296.5227,Yue Chinese
19,642260884.6424384,48758752238.97017,Vietnamese
20,221890860.51032805,17459416304.260235,Tagalog
21,646783443.398533,51203038268.60017,Wu Chinese
22,,,Korean
23,471876429.4573643,39480029198.12605,Iranian Persian
24,426677238.3916991,35837296409.75725,Hausa
25,,,Egyptian Spoken Arabic
26,146021836.27450982,13243712216.757608,Swahili
27,,,Javanese
28,618009815.611193,58940761140.706894,Italian
29,,,Western Punjabi
30,491752341.5625,49757276837.90157,Kannada
31,595351301.6129032,62183012689.855804,Gujarati
32,220836978.0889621,23559889319.54818,Thai
33,364894491.1304348,41095058536.21573,Amharic
34,645108147.2380953,79572566277.81415,Bhojpuri
35,602482829.9806577,75464773476.40375,Eastern Punjabi
36,642363227.9678068,83697873558.86827,Min Nan Chinese
37,,,Jin Chinese
38,619172683.3333334,87930002703.25694,Yoruba
39,643169827.2108843,94444617953.07736,Hakka Chinese
40,496976239.53488374,74844055352.19215,Burmese
41,509793163.82978725,78044765732.00731,Sudanese Spoken Arabic
42,638005024.6305419,101762602863.45459,Polish
43,557589478.1637717,89598278431.97328,Algerian Spoken Arabic
44,326197879.15632755,52416283924.18033,Lingala
