,0,1,2
0,188479197.5,952652397.1639583,English
1,609833906.7084079,4003201224.6635,Mandarin Chinese
2,419111021.37163734,5107707131.002531,Hindi
3,635387465.0921029,8504681499.813951,Spanish
4,211522082.08682963,5663492558.271834,French
5,,,Modern Standard Arabic
6,628942918.2618262,16926366899.088667,Bengali
7,437725794.7327653,12441809829.508505,Russian
8,661849678.3857198,18848752012.877827,Portuguese
9,222740472.37354085,7067424221.251868,Urdu
10,160794455.67839196,5930013068.098705,Indonesian
11,412206079.346211,22475377228.832645,Standard German
12,733316051.754386,42917193276.986534,Japanese
13,28577763.96023198,1737635304.18454,Nigerian Pidgin
14,615410676.3874874,45575246764.344734,Marathi
15,634207288.5057471,48635899007.71607,Telugu
16,684752404.7673099,57042074919.052765,Turkish
17,665947475.925926,56567097027.05506,Tamil
18,730471854.6728972,62627832214.70214,Yue Chinese
19,727878663.3059789,62624982091.73742,Vietnamese
20,251470433.2928311,22424602418.611423,Tagalog
21,733004110.1466993,65764385005.13519,Wu Chinese
22,,,Korean
23,534780792.248062,50707534708.77036,Iranian Persian
24,483556239.1699092,46028865440.9737,Hausa
25,,,Egyptian Spoken Arabic
26,165487548.03921568,17010017736.665665,Swahili
27,,,Javanese
28,700394760.5301914,75702595768.23213,Italian
29,,,Western Punjabi
30,557306299.6875,63907471537.319664,Kannada
31,674715711.2903225,79866893168.77296,Gujarati
32,250276061.1202636,30259954961.291748,Thai
33,413537428.17391306,52781853240.95503,Amharic
34,731105485.5238096,102201765002.48668,Bhojpuri
35,682797921.2765957,96925779895.97508,Eastern Punjabi
36,727994649.6981891,107500245433.9126,Min Nan Chinese
37,,,Jin Chinese
38,701712646.4912281,112935926203.14754,Yoruba
39,728908774.1496599,121303196582.73056,Hakka Chinese
40,563226579.0697675,96128539203.22212,Burmese
41,577752087.2340425,100239481772.76056,Sudanese Spoken Arabic
42,723055467.9802955,130702302444.05104,Polish
43,631919977.9156327,115078633570.28639,Algerian Spoken Arabic
44,369682292.55583125,67322658832.18483,Lingala
