,0,1,2
0,157914906.13636363,668734716.547507,English
1,510941607.42397135,2810132682.4218693,Mandarin Chinese
2,351146855.8784457,3585464216.1476564,Hindi
3,532351332.3545504,5970042996.833052,Spanish
4,177221094.855892,3975609678.7241864,French
5,,,Modern Standard Arabic
6,526951850.4950495,11881825106.553574,Bengali
7,366743007.7459334,8733794398.086609,Russian
8,554522362.2817229,13231284435.047434,Portuguese
9,186620280.93385214,4961129523.622493,Urdu
10,134719596.18090454,4162699448.4279785,Indonesian
11,345361637.74145615,15777071537.494814,Standard German
12,614399557.1770335,30126641329.555855,Japanese
13,23943517.232808616,1219770249.9527729,Nigerian Pidgin
14,515614033.1987891,31992518800.42383,Marathi
15,531362536.3636364,34141009075.066116,Telugu
16,573711121.2258797,40041903968.15766,Turkish
17,557955650.0,39708483082.515625,Tamil
18,612016582.7102804,43962945717.41425,Yue Chinese
19,609843910.1992966,43960945012.66758,Vietnamese
20,210691314.45929527,15741429073.966541,Tagalog
21,614138200.8557457,46164716003.71264,Wu Chinese
22,,,Korean
23,448059306.9767442,35595238044.056786,Iranian Persian
24,405141464.59143966,32310946128.208027,Hausa
25,,,Egyptian Spoken Arabic
26,138651644.11764705,11940545600.327112,Swahili
27,,,Javanese
28,586816870.6921945,53141055513.73142,Italian
29,,,Western Punjabi
30,466932017.8125,44861215896.800995,Kannada
31,565302004.8387097,56064273100.818344,Gujarati
32,209690624.8764415,21241622300.035027,Thai
33,346477091.4782609,37051350283.714554,Amharic
34,612547462.2857143,71742713872.40317,Bhojpuri
35,572073582.0116054,68039123333.802284,Eastern Punjabi
36,609941087.9275653,75462095485.24583,Min Nan Chinese
37,,,Jin Chinese
38,587921044.7368422,79277787808.36237,Yoruba
39,610706975.5102041,85151372131.69429,Hakka Chinese
40,471892248.8372093,67479483185.64808,Burmese
41,484062261.70212764,70365247208.4622,Sudanese Spoken Arabic
42,605802857.1428572,91749275430.61226,Polish
43,529446142.18362284,80781907052.77261,Algerian Spoken Arabic
44,309733622.0843673,47258579630.29637,Lingala
