,0,1,2
0,172734599.3181818,800140568.5602795,English
1,558891468.783542,3362321570.2801394,Mandarin Chinese
2,384100607.954168,4290005147.739503,Hindi
3,582310412.237826,7143151805.363111,Spanish
4,193852597.95695,4756813890.463153,French
5,,,Modern Standard Arabic
6,576404210.2310231,14216594504.580635,Bengali
7,401160397.36638266,10449978208.776236,Russian
8,606562106.169965,15831221542.226503,Portuguese
9,204133860.70038912,5935987618.866932,Urdu
10,147362500.7035176,4980666654.494088,Indonesian
11,377772469.83655274,18877253831.535603,Standard German
12,672058540.430622,36046502934.21692,Japanese
13,26190522.2038111,1459454155.975154,Nigerian Pidgin
14,564002383.3501514,38279023877.81602,Marathi
15,581228821.630094,40849690821.46405,Telugu
16,627551654.7105561,47910106974.44734,Turkish
17,610317594.4444444,47511169143.93538,Tamil
18,669451933.1775701,52601630379.716644,Yue Chinese
19,667075363.8921454,52599236538.042336,Vietnamese
20,230463866.09963548,18834607651.62791,Tagalog
21,671772656.8459657,55236046815.898125,Wu Chinese
22,,,Korean
23,490107911.627907,42589674652.52984,Iranian Persian
24,443162398.4435798,38660021928.00515,Hausa
25,,,Egyptian Spoken Arabic
26,151663555.88235295,14286853529.738878,Swahili
27,,,Javanese
28,641887327.24595,63583231617.1218,Italian
29,,,Western Punjabi
30,510751752.1875,53676409951.15255,Kannada
31,618353375.8064516,67080859187.93592,Gujarati
32,229369265.73311368,25415584571.472324,Thai
33,378992604.5217391,44331911815.484985,Amharic
34,670032633.7142857,85840101384.72318,Bhojpuri
35,625760438.8781432,81408758183.98468,Eastern Punjabi
36,667181661.3682092,90290338593.51802,Min Nan Chinese
37,,,Jin Chinese
38,643095123.6842105,94855811492.29588,Yoruba
39,668019424.4897959,101883550569.78954,Hakka Chinese
40,516177481.39534885,80739149181.71082,Burmese
41,529489602.12765956,84191963591.98415,Sudanese Spoken Arabic
42,662655073.8916256,109777936738.57895,Polish
43,579132581.3895782,96655488999.12288,Algerian Spoken Arabic
44,338800904.96277916,56544853794.87592,Lingala
