,0,1,2
0,122652151.81818181,403420497.33521914,English
1,396847195.3488372,1695238928.4848027,Mandarin Chinese
2,272734971.8365991,2162964956.7522683,Hindi
3,413476080.46689767,3601484497.962259,Spanish
4,137647225.10032836,2398323870.610185,French
5,,,Modern Standard Arabic
6,409282315.07150716,7167822568.690307,Bengali
7,284848467.85437644,5268743483.051022,Russian
8,430696269.46061313,7981896580.348067,Portuguese
9,144947551.75097275,2992847971.310673,Urdu
10,104636406.83417085,2511187531.001403,Indonesian
11,268241605.9435364,9517666555.44543,Standard German
12,477202751.83413076,18174179278.377254,Japanese
13,18596875.890637945,735837857.2165763,Nigerian Pidgin
14,400476257.92129165,19299787383.7113,Marathi
15,412708084.8484849,20595884316.723602,Telugu
16,445600135.30079454,24155654571.786667,Turkish
17,433362896.2962963,23954515291.621742,Tamil
18,475351900.93457943,26521059826.539696,Yue Chinese
19,473664391.0902696,26519852882.61417,Vietnamese
20,163643469.25880924,9496164904.630796,Tagalog
21,476999756.96821517,27849298426.89551,Wu Chinese
22,,,Korean
23,348006654.2635659,21473161597.822887,Iranian Persian
24,314672462.7756161,19491881659.305412,Hausa
25,,,Egyptian Spoken Arabic
26,107690419.60784313,7203246257.958588,Swahili
27,,,Javanese
28,455779341.3843888,32057840745.8005,Italian
29,,,Western Punjabi
30,362665046.25,27062949747.225235,Kannada
31,439068793.5483871,33821299204.91863,Gujarati
32,162866235.91433278,12814208116.378311,Thai
33,269107976.34782606,22351574979.636456,Amharic
34,475764233.9047619,43279465824.66252,Bhojpuri
35,444328262.28239846,41045240054.65611,Eastern Punjabi
36,473739868.81287724,45523217708.48725,Min Nan Chinese
37,,,Jin Chinese
38,456636950.877193,47825069932.66513,Yoruba
39,474334731.9727891,51368364830.06796,Hakka Chinese
40,366517646.5116279,40707631880.128075,Burmese
41,375970068.0851064,42448496124.90076,Sudanese Spoken Arabic
42,470525714.28571427,55348611951.02041,Polish
43,411219625.8064516,48732443990.89282,Algerian Spoken Arabic
44,240569406.4516129,28509181931.27159,Lingala
