,0,1,2
0,197333697.72727272,1044263562.85113,English
1,638483086.7620752,4388166330.260793,Mandarin Chinese
2,438800295.7489206,5598886291.053801,Hindi
3,665237117.0891848,9322528374.828938,Spanish
4,221459106.165633,6208118443.503937,French
5,,,Modern Standard Arabic
6,658489814.0814081,18554079385.92073,Bengali
7,458289566.22773045,13638267955.402683,Russian
8,692942489.7167249,20661329348.31383,Portuguese
9,233204521.4007782,7747058233.869803,Urdu
10,168348363.81909546,6500268715.726269,Indonesian
11,431570968.79643387,24636706495.752975,Standard German
12,767766257.5757576,47044295791.85033,Japanese
13,29920309.030654516,1904733813.8082259,Nigerian Pidgin
14,644321845.6104945,49957959173.395164,Marathi
15,664001497.3876698,53312936944.74821,Telugu
16,716921155.5051079,62527487008.61059,Turkish
17,697232796.2962962,62006833192.74905,Tamil
18,764788443.9252336,68650394831.17139,Yue Chinese
19,762073427.9015241,68647270628.082664,Vietnamese
20,263284177.399757,24581048960.661953,Tagalog
21,767439661.3691932,72088572073.74074,Wu Chinese
22,,,Korean
23,559904077.5193799,55583790074.96945,Iranian Persian
24,506273063.5538262,50455199779.56231,Hausa
25,,,Egyptian Spoken Arabic
26,173261931.37254903,18645774449.034714,Swahili
27,,,Javanese
28,733298368.1885126,82982484072.21223,Italian
29,,,Western Punjabi
30,583487803.125,70053089793.34131,Kannada
31,706412951.6129032,87547238281.83403,Gujarati
32,262033695.22240528,33169882817.347042,Thai
33,432964862.6086956,57857584028.94033,Amharic
34,765451841.9047619,112029927777.32172,Bhojpuri
35,714874852.9980657,106246581174.42953,Eastern Punjabi
36,762194863.1790744,117837932952.65071,Min Nan Chinese
37,,,Jin Chinese
38,734678166.6666666,123796332242.3611,Yoruba
39,763151931.9727892,132968235450.63939,Hakka Chinese
40,589686209.3023256,105372674376.1655,Burmese
41,604894106.3829787,109878942923.98268,Sudanese Spoken Arabic
42,757023645.320197,143271199893.46985,Polish
43,661606732.0099256,126145091596.78775,Algerian Spoken Arabic
44,387049471.46401983,73796696236.73749,Lingala
