,0,1,2
0,96824640.68181819,251408180.29399842,English
1,313280986.31484795,1056458303.4058552,Mandarin Chinese
2,215303728.94387248,1347941136.8751528,Hindi
3,326408239.3033011,2244414128.6092496,Spanish
4,108662122.21816856,1494614785.4374938,French
5,,,Modern Standard Arabic
6,323097577.22772276,4466925306.393849,Bengali
7,224866422.1533695,3283435572.2115183,Russian
8,340002282.18859136,4974249220.8885765,Portuguese
9,114425180.54474708,1865117085.8544111,Urdu
10,82602566.23115578,1564950446.7826781,Indonesian
11,211756554.82912332,5931327845.648084,Standard German
12,376715649.0430622,11325992037.824072,Japanese
13,14680833.554266777,458567816.69805384,Nigerian Pidgin
14,316145858.0221998,12027461317.038858,Marathi
15,325801964.5768025,12835177765.671593,Telugu
16,351767762.3155505,15053595937.285843,Turkish
17,342107383.3333333,14928247669.793402,Tamil
18,375254541.58878505,16527696124.76634,Yue Chinese
19,373922379.6014068,16526943967.70432,Vietnamese
20,129184200.0,5917928202.0,Tagalog
21,376555399.87775064,17355442983.732273,Wu Chinese
22,,,Korean
23,274725055.81395346,13381889413.471605,Iranian Persian
24,248410221.01167315,12147172815.564625,Hausa
25,,,Egyptian Spoken Arabic
26,85013479.41176471,4489001044.530771,Swahili
27,,,Javanese
28,359803479.2341679,19978170319.29202,Italian
29,,,Western Punjabi
30,286296752.8125,16865397257.403648,Kannada
31,346611759.67741936,21077142446.785458,Gujarati
32,128570632.78418452,7985704161.606581,Thai
33,212440489.04347825,13929309069.454386,Amharic
34,375580047.4285714,26971390444.827526,Bhojpuri
35,350763714.3133462,25579040182.7224,Eastern Punjabi
36,373981963.5814889,28369677299.039776,Min Nan Chinese
37,,,Jin Chinese
38,360480497.3684211,29804171785.088123,Yoruba
39,374451563.2653061,32012322655.6693,Hakka Chinese
40,289338090.6976744,25368645675.32596,Burmese
41,296800065.9574468,26453537282.98642,Sudanese Spoken Arabic
42,371444630.5418719,34492778389.59693,Polish
43,324626938.2133995,30369639485.246773,Algerian Spoken Arabic
44,189911436.4764268,17766676701.74379,Lingala
