,0,1,2
0,85703103.63636364,196970286.21360382,English
1,277296694.8121646,827701366.5635172,Mandarin Chinese
2,190573367.12055796,1056068864.6602781,Hindi
3,288916116.43260986,1758426845.049534,Spanish
4,96180900.4013134,1170982987.595869,French
5,,,Modern Standard Arabic
6,285985725.85258526,3499693427.1044097,Bengali
7,199037663.8264911,2572466988.409564,Russian
8,300948711.2145906,3897165524.1705275,Portuguese
9,101281998.44357976,1461259716.3426344,Urdu
10,73114614.67336683,1226088733.6777313,Indonesian
11,187433630.9063893,4647006083.961981,Standard German
12,333445082.61563,8873553321.671532,Japanese
13,12994553.769676885,359273250.36813563,Nigerian Pidgin
14,279832499.69727546,9423132116.344847,Marathi
15,288379480.0417973,10055952177.651434,Telugu
16,311362776.8444949,11794012019.989624,Turkish
17,302812014.8148148,11695805652.577503,Tamil
18,332151801.86915886,12948922474.756922,Yue Chinese
19,330972655.56858146,12948333183.701992,Vietnamese
20,114345757.472661,4636507890.778939,Tagalog
21,333303240.09779954,13597435723.34044,Wu Chinese
22,,,Korean
23,243169401.5503876,10484283306.803839,Iranian Persian
24,219877159.01426718,9516922255.154594,Hausa
25,,,Egyptian Spoken Arabic
26,75248603.92156863,3516989063.44417,Swahili
27,,,Javanese
28,318475489.8379971,15652258893.140766,Italian
29,,,Western Punjabi
30,253411942.5,13213500535.313438,Kannada
31,306799006.4516129,16513268484.157335,Gujarati
32,113802666.22734761,6256544367.36864,Thai
33,188039006.60869566,10913169137.773176,Amharic
34,332439919.2380952,21131223690.82816,Bhojpuri
35,310474056.47969055,20040361693.753445,Eastern Punjabi
36,331025395.5734407,22226736818.36772,Min Nan Chinese
37,,,Jin Chinese
38,319074743.8596491,23350617469.977222,Yoruba
39,331441055.7823129,25080633209.610565,Hakka Chinese
40,256103944.1860465,19875524311.408978,Burmese
41,262708817.0212766,20725502264.480057,Sudanese Spoken Arabic
42,328779507.38916254,27023991119.7651,Polish
43,287339420.3473945,23793643367.601353,Algerian Spoken Arabic
44,168097701.2406948,13919624217.933933,Lingala
