,0,1,2
0,74890955.45454545,150406414.82688957,English
1,242313446.5116279,632032361.2523527,Mandarin Chinese
2,166530976.61906344,806413671.8144535,Hindi
3,252466982.96552983,1342733884.2999184,Spanish
4,84046892.3750456,894162040.2408226,French
5,,,Modern Standard Arabic
6,249906285.14851484,2672364200.1168513,Bengali
7,173927432.99767622,1964334542.1533217,Russian
8,262981567.40395808,2975873700.2686124,Portuguese
9,88504445.13618676,1115817209.2399278,Urdu
10,63890607.43718593,936240761.168027,Indonesian
11,163787343.83358097,3548451587.3094807,Standard German
12,291378255.50239235,6775841003.959891,Japanese
13,11355184.424192213,274340879.3774839,Nigerian Pidgin
14,244529338.8496468,7195499104.481997,Marathi
15,251998047.64890283,7678720195.750749,Telugu
16,272081813.3938706,9005901846.67847,Turkish
17,264609800.0,8930911512.25,Tamil
18,290248132.71028036,9887790908.662502,Yue Chinese
19,289217745.36928487,9887340926.299349,Vietnamese
20,99920104.00972053,3540435172.0969396,Tagalog
21,291254307.5794621,10382995310.109169,Wu Chinese
22,,,Korean
23,212491590.69767442,8005793637.806382,Iranian Persian
24,192137855.25291827,7267117208.89594,Hausa
25,,,Egyptian Spoken Arabic
26,65755376.47058824,2685571139.6203656,Swahili
27,,,Javanese
28,278297199.4108984,11952057283.9428,Italian
29,,,Western Punjabi
30,221441951.25,10089822587.12086,Kannada
31,268093800.0,12609523789.2,Gujarati
32,99445528.17133443,4777494238.297425,Thai
33,164316346.4347826,8333290649.899844,Amharic
34,290499901.71428573,16135792140.728424,Bhojpuri
35,271305212.3791103,15302810449.91146,Eastern Punjabi
36,289263831.7907445,16972325432.507933,Min Nan Chinese
37,,,Jin Chinese
38,278820852.6315789,17830520151.880886,Yoruba
39,289627053.06122446,19151559329.892544,Hakka Chinese
40,223794334.88372093,15176940704.862738,Burmese
41,229565948.93617022,15825983456.74604,Sudanese Spoken Arabic
42,287301280.7881773,20635506485.631775,Polish
43,251089200.0,18168814512.0,Algerian Spoken Arabic
44,146890800.0,10629018288.0,Lingala
