,0,1,2
0,114130205.45454545,349308227.3289557,English
1,369274010.0178891,1467850317.2733266,Mandarin Chinese
2,253785179.5416805,1872838538.9649029,Hindi
3,384747510.0492431,3118404181.358593,Spanish
4,128083411.89346954,2076627899.0217943,French
5,,,Modern Standard Arabic
6,380845130.0330033,6206376254.593718,Bengali
7,265057022.46320683,4562027607.601358,Russian
8,400771229.8020955,6911255535.15852,Portuguese
9,134876507.3929961,2591406302.924919,Urdu
10,97366205.42713568,2174352742.9539413,Indonesian
11,249604015.45319465,8241027054.280243,Standard German
12,444046413.3971292,15736409996.077745,Japanese
13,17304753.6039768,637137228.285847,Nigerian Pidgin
14,372650923.1079717,16711036160.436037,Marathi
15,384032875.23510975,17833282861.105846,Telugu
16,414639565.9477866,20915568083.864826,Turkish
17,403252577.7777778,20741408352.60494,Tamil
18,442324160.74766356,22963692861.634377,Yue Chinese
19,440753900.1172333,22962647809.52152,Vietnamese
20,152273421.14216283,8222409498.701589,Tagalog
21,443857522.73838633,24113769949.994755,Wu Chinese
22,,,Korean
23,323826939.53488374,18592887724.916534,Iranian Persian
24,292808828.0155642,16877364126.741781,Hausa
25,,,Egyptian Spoken Arabic
26,100208023.52941176,6237048434.578348,Swahili
27,,,Javanese
28,424111514.5802651,27757805061.661484,Italian
29,,,Western Punjabi
30,337466857.5,23432897101.013435,Kannada
31,408562025.8064516,29284724373.87222,Gujarati
32,151550190.44481054,11095391412.491955,Thai
33,250410189.91304347,19353476300.08843,Amharic
34,442707844.5714286,37474232436.917816,Bhojpuri
35,413456063.44294006,35539691558.780136,Eastern Punjabi
36,440824133.60160965,39417021656.3103,Min Nan Chinese
37,,,Jin Chinese
38,424909536.84210527,41410118004.443214,Yoruba
39,441377665.3061224,44478137769.653755,Hakka Chinese
40,341051776.74418604,35247368006.171555,Burmese
41,349847438.29787236,36754723748.823906,Sudanese Spoken Arabic
42,437833300.4926108,47924499755.06321,Polish
43,382647835.235732,42195782654.34926,Algerian Spoken Arabic
44,223854497.27047145,24685140861.189907,Lingala
