,0,1,2
0,131806641.36363636,465888729.0845335,English
1,426467005.90339893,1957740657.9570475,Mandarin Chinese
2,293091316.2736632,2497892401.1348786,Hindi
3,444337034.798468,4159161586.1279745,Spanish
4,147920914.26486683,2769695807.209378,French
5,,,Modern Standard Arabic
6,439830255.8855886,8277734445.544814,Bengali
7,306108937.2579396,6084589705.791246,Russian
8,462842501.20294917,9217864927.702322,Portuguese
9,155766121.4007782,3456279854.1655235,Urdu
10,112446240.40201005,2900036004.7125316,Indonesian
11,288262575.33432394,10991443431.00222,Standard German
12,512820126.1562998,20988386415.878952,Japanese
13,19984906.213753108,849779736.962782,Nigerian Pidgin
14,430366933.80423814,22288290940.0796,Marathi
15,443511717.6593521,23785083881.638317,Telugu
16,478858759.13734394,27896071922.45216,Turkish
17,465708159.2592593,27663786938.85811,Tamil
18,510831131.7757009,30627751783.009808,Yue Chinese
19,509017669.8710434,30626357948.102425,Vietnamese
20,175857461.48238152,10966612325.896208,Tagalog
21,512601980.195599,32161663414.987675,Wu Chinese
22,,,Korean
23,373981113.1782946,24798204435.119926,Iranian Persian
24,338158930.22049284,22510130332.257507,Hausa
25,,,Egyptian Spoken Arabic
26,115728198.03921568,8318643367.331631,Swahili
27,,,Javanese
28,489797718.9985272,37021883570.395096,Italian
29,,,Western Punjabi
30,389733575.625,31253551434.042717,Kannada
31,471839932.2580645,39058407311.10437,Gujarati
32,175022217.13344318,14798442748.940159,Thai
33,289193609.73913044,25812637010.477924,Amharic
34,511274240.38095236,49981137452.60418,Bhojpuri
35,477491956.2862669,47400949754.279884,Eastern Punjabi
36,509098781.0865191,52572326349.651024,Min Nan Chinese
37,,,Jin Chinese
38,490719338.5964912,55230612218.48115,Yoruba
39,509738043.53741497,59322573750.9935,Hakka Chinese
40,393873725.5813953,47011064152.53586,Burmese
41,404031655.31914896,49021495045.0245,Sudanese Spoken Arabic
42,505644729.0640394,63919148007.561455,Polish
43,441912163.27543426,56278489928.17696,Algerian Spoken Arabic
44,258524983.12655088,32923727537.233208,Lingala
