,0,1,2
0,83907944.54545455,188805126.2494791,English
1,271488367.44186044,793390028.5925363,Mandarin Chinese
2,186581568.7147127,1012290834.0809265,Hindi
3,282864405.69031554,1685533431.778711,Spanish
4,94166270.70412259,1122441333.9648223,French
5,,,Modern Standard Arabic
6,279995395.819582,3354617958.0729303,Bengali
7,194868570.10069713,2465828546.3045654,Russian
8,294644962.6697711,3735613340.218192,Portuguese
9,99160519.84435798,1400684999.4021814,Urdu
10,71583137.28643216,1175262739.396375,Indonesian
11,183507598.2169391,4454370185.628246,Standard German
12,326460656.7783094,8505711127.224672,Japanese
13,12722366.528583264,344380021.4630123,Nigerian Pidgin
14,273971056.71039355,9032507811.673847,Marathi
15,282339009.8223615,9639095098.847832,Telugu
16,304840892.6220204,11305105816.86012,Turkish
17,296469237.037037,11210970473.127914,Tamil
18,325194465.4205608,12412140884.995808,Yue Chinese
19,324040017.81946075,12411576022.27381,Vietnamese
20,111950642.04131228,4444307182.078736,Tagalog
21,326321785.33007336,13033770817.748652,Wu Chinese
22,,,Korean
23,238075913.17829457,10049670290.01398,Iranian Persian
24,215271555.90142673,9122409996.106514,Hausa
25,,,Egyptian Spoken Arabic
26,73672427.4509804,3371196625.1676826,Swahili
27,,,Javanese
28,311804620.9131075,15003413830.67387,Italian
29,,,Western Punjabi
30,248103911.25,12665751188.79586,Kannada
31,300372716.12903225,15828731332.409157,Gujarati
32,111418926.52388798,5997187047.21524,Thai
33,184100293.5652174,10460777188.51828,Amharic
34,325476547.8095238,20255254908.987617,Bhojpuri
35,303970787.6208897,19209613248.828285,Eastern Punjabi
36,324091653.11871225,21305354892.742336,Min Nan Chinese
37,,,Jin Chinese
38,312391322.80701756,22382646459.889503,Yoruba
39,324498606.8027211,24040946533.540405,Hakka Chinese
40,250739525.58139536,19051608996.600975,Burmese
41,257206051.06382978,19866352163.318142,Sudanese Spoken Arabic
42,321892807.8817734,25903744941.50307,Polish
43,281320735.483871,22807307266.047867,Algerian Spoken Arabic
44,164576683.87096775,13342603386.189386,Lingala
