,0,1,2
0,77539392.95454545,161232433.8900352,English
1,250882599.01610017,677525064.4679582,Mandarin Chinese
2,172420164.1813351,864458069.680679,Hindi
3,261395204.28597483,1439381774.251243,Spanish
4,87019119.66435607,958522428.7543699,French
5,,,Modern Standard Arabic
6,258743950.1650165,2864716805.6053295,Bengali
7,180078188.22618127,2105724277.5859718,Russian
8,272281625.6111758,3190072446.0182652,Portuguese
9,91634308.94941634,1196131990.9739435,Urdu
10,66150029.54773869,1003629910.3593354,Indonesian
11,169579505.79494798,3803863595.9866138,Standard German
12,301682531.8181818,7263555467.216942,Japanese
13,11756748.21872411,294087507.82653725,Nigerian Pidgin
14,253176853.98587286,7713419903.030563,Marathi
15,260909685.5799373,8231422494.488724,Telugu
16,281703691.94097614,9654132609.875473,Turkish
17,273967438.8888889,9573744588.180748,Tamil
18,300512443.4579439,10599498670.547411,Yue Chinese
19,299445617.58499414,10599016299.155857,Vietnamese
20,103453670.23086269,3795270171.714924,Tagalog
21,301554200.61124694,11130347112.152773,Wu Chinese
22,,,Korean
23,220006125.58139536,8582038172.577429,Iranian Persian
24,198932602.33463034,7790192966.855941,Hausa
25,,,Egyptian Spoken Arabic
26,68080744.11764705,2878874360.0077853,Swahili
27,,,Javanese
28,288138878.3505155,12812347718.687216,Italian
29,,,Western Punjabi
30,229273005.9375,10816072273.99525,Kannada
31,277574646.7741935,13517137637.161106,Gujarati
32,102962311.5321252,5121370819.342223,Thai
33,170127216.0,8933107908.6144,Amharic
34,300773116.0,17297221282.667202,Bhojpuri
35,280899627.27272725,16404282869.42975,Eastern Punjabi
36,299493333.8028169,18193966935.562984,Min Nan Chinese
37,,,Jin Chinese
38,288681050.0,19113933171.8125,Yoruba
39,299869400.0,20530058688.666668,Hakka Chinese
40,231708579.06976745,16269353216.524446,Burmese
41,237684300.0,16965113053.0,Sudanese Spoken Arabic
42,297461379.3103448,22120818045.30321,Polish
43,259968697.51861042,19476577432.139122,Algerian Spoken Arabic
44,152085433.99503723,11394078440.1275,Lingala
