,0,1,2
0,181650710.22727272,884874779.4602468,English
1,587739993.2915921,3718388586.807328,Mandarin Chinese
2,403926882.6801727,4744313072.16406,Hindi
3,612367761.7180376,7899605552.803019,Spanish
4,203858765.0492521,5260556466.760274,French
5,,,Modern Standard Arabic
6,606156696.9196919,15722119863.953415,Bengali
7,421867254.06661505,11556622081.409475,Russian
8,637871265.0368645,17507734542.15705,Portuguese
9,214670719.84435797,6564603697.791286,Urdu
10,154968969.84924623,5508115049.572612,Indonesian
11,397272102.52600294,20876339080.08347,Standard German
12,706748454.9441786,39863797172.065735,Japanese
13,27542408.864954434,1614009119.3283417,Nigerian Pidgin
14,593114719.9798183,42332740199.36683,Marathi
15,611230342.215256,45175638602.730225,Telugu
16,659944239.5005676,52983746867.394455,Turkish
17,641820601.8518518,52542561857.33078,Tamil
18,704007301.4018692,58172098641.683365,Yue Chinese
19,701508059.7889801,58169451294.19613,Vietnamese
20,242359811.66464156,20829176705.716496,Tagalog
21,706447814.792176,61085497555.03557,Wu Chinese
22,,,Korean
23,515406007.751938,47099885252.97708,Iranian Persian
24,466037289.23476005,42754085621.51248,Hausa
25,,,Egyptian Spoken Arabic
26,159492034.3137255,15799819260.578007,Swahili
27,,,Javanese
28,675019882.1796759,70316642181.76907,Italian
29,,,Western Punjabi
30,537115429.6875,59360696462.631226,Kannada
31,650271169.3548387,74184665560.37006,Gujarati
32,241208710.87314662,28107073527.094322,Thai
33,398555217.3913044,49026623861.0586,Amharic
34,704617976.1904762,94930495673.18593,Bhojpuri
35,658060565.7640232,90029876967.4982,Eastern Punjabi
36,701619844.0643864,99852009246.43689,Min Nan Chinese
37,,,Jin Chinese
38,676290021.9298246,104900961871.98225,Yoruba
39,702500850.340136,112672932586.44159,Hakka Chinese
40,542821220.9302325,89289356937.02676,Burmese
41,556820478.7234043,93107821479.20755,Sudanese Spoken Arabic
42,696859605.9113301,121403327587.72357,Polish
43,609025899.5037221,106891223707.87256,Algerian Spoken Arabic
44,356288926.7990074,62532906088.46723,Lingala
