,0,1,2
0,164206925.9090909,723087007.6833916,English
1,531299753.3094812,3038529901.686928,Mandarin Chinese
2,365138080.7372966,3876877522.666953,Hindi
3,553562535.2179464,6455266071.137985,Spanish
4,184282357.5337468,4298732569.391859,French
5,,,Modern Standard Arabic
6,547947914.4114411,12847536025.153957,Bengali
7,381355651.4329977,9443644992.200392,Russian
8,576616955.8401241,14306674430.39293,Portuguese
9,194056048.24902725,5364351832.197834,Urdu
10,140087413.46733668,4501028305.497373,Indonesian
11,359122354.2347697,17059373718.402567,Standard German
12,638879919.7767146,32575223614.83649,Japanese
13,24897531.56586578,1318908676.7516658,Nigerian Pidgin
14,536158348.9404642,34592752724.25566,Marathi
15,552534341.2748171,36915864363.72383,Telugu
16,596570278.7741203,43296362228.30068,Turkish
17,580187040.7407408,42935842122.89515,Tamil
18,636401997.1962616,47536091788.19139,Yue Chinese
19,634142755.9202814,47533928473.5425,Vietnamese
20,219086176.91373026,17020834366.905785,Tagalog
21,638608149.8777506,49916813842.13998,Wu Chinese
22,,,Korean
23,465911947.2868217,38488287699.396835,Iranian Persian
24,421284070.55771726,34937060650.72435,Hausa
25,,,Egyptian Spoken Arabic
26,144176131.37254903,12911029104.071127,Swahili
27,,,Javanese
28,610198218.5567011,57460164495.335106,Italian
29,,,Western Punjabi
30,485536629.375,48507370054.49303,Kannada
31,587826106.451613,60620970425.62508,Gujarati
32,218045615.4859967,22968063010.950302,Thai
33,360282252.5217391,40062747371.03031,Amharic
34,636954029.3333334,77573697033.26366,Bhojpuri
35,594867492.8433269,73569092316.36292,Eastern Punjabi
36,634243805.6338028,81595376264.67526,Min Nan Chinese
37,,,Jin Chinese
38,611346387.7192982,85721193985.65012,Yoruba
39,635040209.5238096,92072161578.09222,Hakka Chinese
40,490694497.6744186,72963966681.19698,Burmese
41,503349417.0212766,76084274959.65736,Sudanese Spoken Arabic
42,629940689.6551725,99206318120.80856,Polish
43,550541589.5781637,87347562494.30873,Algerian Spoken Arabic
44,322074762.7791563,51099582669.58119,Lingala
