,0,1,2
0,104510541.13636364,292905690.76469713,English
1,338149103.1305903,1230837631.302719,Mandarin Chinese
2,232394451.06276983,1570432709.6471684,Hindi
3,352318392.1028634,2614877805.223235,Spanish
4,117287677.12513681,1741316355.115233,French
5,,,Modern Standard Arabic
6,348744931.0231023,5204237351.917346,Bengali
7,242716226.9558482,3825400443.356026,Russian
8,366991524.56344587,5795300305.568085,Portuguese
9,123508204.6692607,2172973877.5817647,Urdu
10,89159524.22110553,1823261642.0490603,Indonesian
11,228565703.71471027,6910354618.333427,Standard German
12,406619183.49282295,13195463717.826817,Japanese
13,15846192.129246065,534259159.5680424,Nigerian Pidgin
14,341241387.184662,14012717728.966593,Marathi
15,351663991.53605014,14953756099.524443,Telugu
16,379690943.7003405,17538347047.208656,Turkish
17,369263727.7777778,17392308756.676117,Tamil
18,405042093.92523366,19255762658.607723,Yue Chinese
19,403604185.4630715,19254886350.27298,Vietnamese
20,139438789.06439853,6894743225.441783,Tagalog
21,406446213.8141809,20220137665.101944,Wu Chinese
22,,,Korean
23,296532618.60465115,15590708137.682892,Iranian Persian
24,268128922.95719844,14152188843.73765,Hausa
25,,,Egyptian Spoken Arabic
26,91761814.70588236,5229956918.084899,Swahili
27,,,Javanese
28,388364532.5478645,23275773169.92613,Italian
29,,,Western Punjabi
30,309022872.1875,19649204842.59505,Kannada
31,374125659.67741936,24556141970.011265,Gujarati
32,138776517.13344318,9303826911.92698,Thai
33,229303928.3478261,16228485048.069431,Amharic
34,405393438.28571427,31423296329.849567,Bhojpuri
35,378607194.77756286,29801124311.296345,Eastern Punjabi
36,403668499.195171,33052384836.2032,Min Nan Chinese
37,,,Jin Chinese
38,389095292.1052632,34723657417.08258,Yoruba
39,404175375.5102041,37296286339.91198,Hakka Chinese
40,312305630.23255813,29556002022.713737,Burmese
41,320359934.0425532,30819966168.0928,Sudanese Spoken Arabic
42,400929753.6945813,40186166849.3994,Polish
43,350395692.0595533,35382461387.28915,Algerian Spoken Arabic
44,204986528.7841191,20699249745.30172,Lingala
