,0,1,2
0,147496306.13636363,583404674.8155512,English
1,477231704.02504474,2451561887.262087,Mandarin Chinese
2,327979577.23347723,3127961706.3754134,Hindi
3,497228900.1094291,5208270046.430012,Spanish
4,165528748.99671653,3468324904.3567066,French
5,,,Modern Standard Arabic
6,492185654.67546755,10365713250.676876,Bengali
7,342546756.7776917,7619368868.760719,Russian
8,517937173.3022895,11542982594.163763,Portuguese
9,174307814.0077821,4328093165.836404,Urdu
10,125831330.85427135,3631542161.5956655,Indonesian
11,322576044.87369984,13763929196.608362,Standard German
12,573863908.0542265,26282504785.895428,Japanese
13,22363818.8069594,1064128492.8308747,Nigerian Pidgin
14,481595861.65489405,27910297709.160027,Marathi
15,496305340.9613375,29784642257.164387,Telugu
16,535859933.93870604,34932587445.35211,Turkish
17,521143946.2962963,34641710811.38737,Tamil
18,571638152.8037384,38353307246.581,Yue Chinese
19,569608824.6189919,38351561830.23988,Vietnamese
20,196790736.0874848,13732834684.345425,Tagalog
21,573619794.9877751,40274133317.23588,Wu Chinese
22,,,Korean
23,418498128.68217057,31053312714.62386,Iranian Persian
24,378411835.538262,28188093951.85761,Hausa
25,,,Egyptian Spoken Arabic
26,129503957.84313725,10416941054.060293,Swahili
27,,,Javanese
28,548101017.9675994,46360297206.34548,Italian
29,,,Western Punjabi
30,436125692.8125,39136958833.576775,Kannada
31,528005617.7419355,48910514450.358406,Gujarati
32,195856068.0395387,18531207433.772182,Thai
33,323617905.3913044,32323626138.844204,Amharic
34,572134007.0476191,62588398091.848,Bhojpuri
35,534330433.0754352,59357382892.01292,Eastern Punjabi
36,569699590.9456741,65833189436.84956,Min Nan Chinese
37,,,Jin Chinese
38,549132342.9824561,69162002318.67015,Yoruba
39,570414948.2993197,74286121745.04922,Hakka Chinese
40,440758667.44186044,58869152401.55289,Burmese
41,452125751.0638298,61386695127.63728,Sudanese Spoken Arabic
42,565834384.2364532,80042137596.06154,Polish
43,494515382.8784119,70474197090.3119,Algerian Spoken Arabic
44,289298624.5657568,41228420776.176704,Lingala
