,0,1,2
0,143238645.9090909,550209430.99678,English
1,463455830.5903399,2312070042.0686955,Mandarin Chinese
2,318512047.92427766,2949983270.5122814,Hindi
3,482875783.2938173,4911923785.372184,Spanish
4,160750560.37942356,3270980083.835279,French
5,,,Modern Standard Arabic
6,477978117.27172714,9775912733.873554,Bengali
7,332658728.1177382,7185833077.46177,Russian
8,502986287.000388,10886196424.717588,Portuguese
9,169276207.00389105,4081828241.826805,Urdu
10,122199056.48241206,3424910414.034801,Indonesian
11,313264495.0965825,12980773001.073643,Standard German
12,557298628.5486443,24787051985.810043,Japanese
13,21718259.98342999,1003580461.0805458,Nigerian Pidgin
14,467694011.5035318,26322224837.09576,Marathi
15,481978883.80355275,28089920729.446026,Telugu
16,520391685.35754824,32944952091.152004,Turkish
17,506100492.5925926,32670626097.253174,Tamil
18,555137122.4299065,36171035762.88228,Yue Chinese
19,553166373.2708089,36169389659.28841,Vietnamese
20,191110132.19927096,12951447740.859158,Tagalog
21,557061562.1026895,37982568417.66078,Wu Chinese
22,,,Korean
23,406417671.31782943,29286404886.419727,Iranian Persian
24,367488517.769131,26584214703.179707,Hausa
25,,,Egyptian Spoken Arabic
26,125765668.62745099,9824225717.583733,Swahili
27,,,Javanese
28,532279415.61119294,43722434611.634735,Italian
29,,,Western Punjabi
30,423536394.375,36910098222.25834,Kannada
31,512764093.5483871,46127546602.192825,Gujarati
32,190202444.48105437,17476797046.65148,Thai
33,314276281.04347825,30484438526.703495,Amharic
34,555618663.2380953,59027169969.11815,Bhojpuri
35,518906335.39651835,55979996863.75135,Eastern Punjabi
36,553254519.5171026,62087335368.3773,Min Nan Chinese
37,,,Jin Chinese
38,533280970.1754386,65226741548.453445,Yoruba
39,553949227.2108843,70059302814.50592,Hakka Chinese
40,428035632.55813956,55519546284.6808,Burmese
41,439074591.4893617,57893842910.375336,Sudanese Spoken Arabic
42,549500886.6995074,75487806120.88622,Polish
43,480240595.03722084,66464273522.10488,Algerian Spoken Arabic
44,280947667.99007446,38882557708.897095,Lingala
