,0,1,2
0,87482982.04545455,205236582.12832722,English
1,283055580.7692308,862437694.3445266,Mandarin Chinese
2,194531186.69877118,1100389142.146908,Hindi
3,294916314.0434069,1832223136.4851358,Spanish
4,98178381.24771981,1220125891.699066,French
5,,,Modern Standard Arabic
6,291925065.2365236,3646565841.3927507,Bengali
7,203171269.55848178,2680426284.026316,Russian
8,307198801.241754,4060718738.5701666,Portuguese
9,103385418.6770428,1522584728.6363862,Urdu
10,74633055.87939699,1277544272.9122005,Indonesian
11,191326244.57652304,4842028024.306284,Standard German
12,340370055.90111643,9245951712.220999,Japanese
13,13264424.109362055,374350950.9638837,Nigerian Pidgin
14,285644049.1422805,9818594802.695255,Marathi
15,294368532.8108673,10477972564.597662,Telugu
16,317829145.74347335,12288973951.827984,Turkish
17,309100801.8518519,12186646135.900229,Tamil
18,339049916.3551402,13492352791.129995,Yue Chinese
19,337846281.5943728,13491738769.165987,Vietnamese
20,116720485.29769138,4831089251.109428,Tagalog
21,340225267.603912,14168082339.798473,Wu Chinese
22,,,Korean
23,248219533.33333334,10924279561.74074,Iranian Persian
24,224443558.49546045,9916321053.170311,Hausa
25,,,Egyptian Spoken Arabic
26,76811363.7254902,3664587327.5587277,Swahili
27,,,Javanese
28,325089575.257732,16309140731.67478,Italian
29,,,Western Punjabi
30,258674790.9375,13768034458.13978,Kannada
31,313170595.16129035,17206284504.153824,Gujarati
32,116166115.15650742,6519114159.688378,Thai
33,191944192.6956522,11371164539.995573,Amharic
34,339344017.3333333,22018042466.524975,Bhojpuri
35,316921968.4719536,20881400020.8187,Eastern Punjabi
36,337900116.90140843,23159531237.72525,Min Nan Chinese
37,,,Jin Chinese
38,325701274.5614035,24330578039.20247,Yoruba
39,338324409.52380955,26133197735.076344,Hakka Chinese
40,261422700.0,20709644871.3,Burmese
41,268164742.55319148,21595294038.624466,Sudanese Spoken Arabic
42,335607586.20689654,28158112979.904873,Polish
43,293306873.2009926,24792196503.441826,Algerian Spoken Arabic
44,171588747.14640197,14503792190.774323,Lingala
