,0,1,2
0,127126617.95454545,433391713.3966468,English
1,411324555.1878354,1821182881.5981772,Mandarin Chinese
2,282684600.74726003,2323657560.3267756,Hindi
3,428560077.71293086,3869048666.7224216,Spanish
4,142668725.6475739,2576501933.911735,French
5,,,Modern Standard Arabic
6,424213319.8019802,7700339781.66098,Bengali
7,295240008.5205267,5660172898.129915,Russian
8,446408475.43655413,8574893586.126874,Portuguese
9,150235375.09727627,3215194861.9115806,Urdu
10,108453641.6080402,2697750545.4232173,Indonesian
11,278027312.63001484,10224760128.07778,Standard German
12,494611558.1339713,19524388941.717068,Japanese
13,19275307.456503727,790505271.3675493,Nigerian Pidgin
14,415086009.38446015,20733621562.781727,Marathi
15,427764064.89028215,22126009094.49305,Telugu
16,461856048.354143,25950244452.713444,Turkish
17,449172383.3333333,25734161983.335068,Tamil
18,492693186.44859815,28491382156.440506,Yue Chinese
19,490944114.6541618,28490085545.337914,Vietnamese
20,169613337.30255163,10201661060.606083,Tagalog
21,494401157.8239609,29918299248.185204,Wu Chinese
22,,,Korean
23,360702265.11627907,23068461712.768524,Iranian Persian
24,326152010.8949416,20939987049.37286,Hausa
25,,,Egyptian Spoken Arabic
26,111619067.64705883,7738395194.036456,Swahili
27,,,Javanese
28,472406601.47275406,34439505727.62924,Italian
29,,,Western Punjabi
30,375895409.0625,29073530566.72103,Kannada
31,455086437.0967742,36333976356.04144,Gujarati
32,168807749.75288302,13766210809.967138,Thai
33,278925289.04347825,24012134835.798733,Amharic
34,493120561.71428573,46494816134.87814,Bhojpuri
35,460537776.2088975,44094603599.88285,Eastern Punjabi
36,491022345.87525153,48905262504.83471,Min Nan Chinese
37,,,Jin Chinese
38,473295497.3684211,51378125648.903915,Yoruba
39,491638910.20408165,55184661649.92171,Hakka Chinese
40,379888555.81395346,43731913587.39735,Burmese
41,389685810.63829786,45602111415.263466,Sudanese Spoken Arabic
42,487690935.96059114,59460612254.52935,Polish
43,426221305.4590571,52352911016.49073,Algerian Spoken Arabic
44,249345605.21091813,30627207309.359135,Lingala
