,0,1,2
0,195177246.8181818,1021564968.5043031,English
1,631505781.5742397,4292783123.3766565,Mandarin Chinese
2,434005112.2218532,5477186316.798587,Hindi
3,657967445.4495714,9119889599.145454,Spanish
4,219039014.2283838,6073175918.245839,French
5,,,Modern Standard Arabic
6,651293876.5676568,18150779360.484646,Bengali
7,453281405.112316,13341820274.064648,Russian
8,685370055.4132712,20212225165.97205,Portuguese
9,230656076.26459143,7578664603.67194,Urdu
10,166508662.91457286,6358975877.430929,Indonesian
11,426854786.9242199,24101191682.555714,Standard German
12,759376153.5885167,46021719284.82765,Japanese
13,29593341.673570838,1863331641.2951157,Nigerian Pidgin
14,637280734.8133199,48872049935.52407,Marathi
15,656745328.5266458,52154102362.94703,Telugu
16,709086683.7684449,61168360717.48547,Turkish
17,689613477.7777778,60659024073.056335,Tamil
18,756430881.3084112,67158178192.138466,Yue Chinese
19,753745534.8182884,67155121898.168755,Vietnamese
20,260407023.57229647,24046743945.31297,Tagalog
21,759053126.4058679,70521621628.70534,Wu Chinese
22,,,Korean
23,553785479.0697675,54375595182.3638,Iranian Persian
24,500740541.6342412,49358482290.58136,Hausa
25,,,Egyptian Spoken Arabic
26,171368535.29411766,18240481297.423134,Swahili
27,,,Javanese
28,725284927.24595,81178738532.43254,Italian
29,,,Western Punjabi
30,577111483.125,68530383529.78131,Kannada
31,698693312.9032258,85644271139.59386,Gujarati
32,259170206.58978584,32448886948.691917,Thai
33,428233448.34782606,56599964902.429085,Amharic
34,757087029.7142857,109594793606.42442,Bhojpuri
35,707062743.1334623,103937156492.18637,Eastern Punjabi
36,753865643.0583501,115276553302.99791,Min Nan Chinese
37,,,Jin Chinese
38,726649647.3684211,121105438078.13089,Yoruba
39,754812253.0612245,130077976568.80411,Hakka Chinese
40,583242153.4883721,103082245335.0769,Burmese
41,598283859.5744681,107490563551.7483,Sudanese Spoken Arabic
42,748750935.9605911,140156991025.4653,Polish
43,654376733.0024813,123403143716.13857,Algerian Spoken Arabic
44,382819817.86600494,72192617217.22227,Lingala
