,0,1,2
0,100679199.0909091,271823575.47832954,English
1,325752603.57781756,1142247133.8829575,Mandarin Chinese
2,223874902.4908668,1457399591.8957582,Hindi
3,339402448.3676819,2426669938.0235305,Spanish
4,112987927.03392923,1615983753.8512044,French
5,,,Modern Standard Arabic
6,335959989.8789879,4829658314.05604,Bengali
7,233818283.5011619,3550064266.196735,Russian
8,353537665.8129608,5378179051.139276,Portuguese
9,118980410.89494163,2016572389.8474567,Urdu
10,85890948.34170854,1692030964.916983,Indonesian
11,220186516.49331352,6412976461.039713,Standard German
12,391712580.2232855,12245709936.566948,Japanese
13,15265272.908036454,495805440.3336845,Nigerian Pidgin
14,328731524.92431885,13004141453.558132,Marathi
15,338772038.0355277,13877447854.261791,Telugu
16,365771525.9931896,16276010854.913206,Turkish
17,355726570.3703704,16140483784.11557,Tamil
18,390193306.5420561,17869814139.69753,Yue Chinese
19,388808111.60609615,17869000904.337887,Vietnamese
20,134326982.2600243,6398488710.313789,Tagalog
21,391545951.58924204,18764777503.7852,Wu Chinese
22,,,Korean
23,285661773.64341086,14468554773.244556,Iranian Persian
24,258299353.56679636,13133574026.185999,Hausa
25,,,Egyptian Spoken Arabic
26,88397839.21568628,4853526694.41138,Swahili
27,,,Javanese
28,374127142.26804125,21600481262.60049,Italian
29,,,Western Punjabi
30,297694136.25,18234938015.973984,Kannada
31,360410264.516129,22788694520.80458,Gujarati
32,133688989.12685338,8634176721.62315,Thai
33,220897677.91304347,15060427193.634167,Amharic
34,390531770.6666667,29161580095.610313,Bhojpuri
35,364727507.15667313,27656165171.875477,Eastern Punjabi
36,388870067.6056338,30673413687.54771,Min Nan Chinese
37,,,Jin Chinese
38,374831112.28070176,32224395122.38258,Yoruba
39,389358361.9047619,34611857074.23734,Hakka Chinese
40,300856548.8372093,27428685750.980637,Burmese
41,308615582.9787234,28601675092.281475,Sudanese Spoken Arabic
42,386231724.13793105,37293736182.63971,Polish
43,337550234.24317616,32835781163.580143,Algerian Spoken Arabic
44,197471750.86848634,19209405118.7515,Lingala
