,0,1,2
0,186208411.13636363,929835676.533361,English
1,602486663.4168158,3907321631.8097677,Mandarin Chinese
2,414061596.26369977,4985373815.075403,Hindi
3,627732354.0215211,8300988166.955978,Spanish
4,208973676.3954761,5527847775.473565,French
5,,,Modern Standard Arabic
6,621365450.7150716,16520968050.592384,Bengali
7,432452099.92254066,12143819397.884098,Russian
8,653875752.1148622,18397310636.995556,Portuguese
9,220056908.17120624,6898154249.83913,Urdu
10,158857213.46733668,5787984924.451141,Indonesian
11,407239844.576523,21937075530.51728,Standard German
12,724481102.7910686,41889295155.73527,Japanese
13,28233460.729080364,1696017669.6606877,Nigerian Pidgin
14,607996244.5005045,44483686320.90461,Marathi
15,626566396.1337513,47471033707.864204,Telugu
16,676502547.7866061,55675875567.12521,Turkish
17,657924179.6296296,55212273742.51545,Tamil
18,721671172.4299065,61127849896.2859,Yue Chinese
19,719109223.6811254,61125068035.847626,Vietnamese
20,248440732.19927096,21887516814.081516,Tagalog
21,724172919.4376528,64189279956.775185,Wu Chinese
22,,,Korean
23,528337784.496124,49493052220.97035,Iranian Persian
24,477730381.8417639,44926440498.95228,Hausa
25,,,Egyptian Spoken Arabic
26,163493763.72549018,16602615389.51951,Swahili
27,,,Javanese
28,691956445.3608247,73889463314.2574,Italian
29,,,Western Punjabi
30,550591905.9375,62376840922.61087,Kannada
31,666586775.8064516,77954022750.88431,Gujarati
32,247260749.75288302,29535206941.235672,Thai
33,408555153.3913044,51517689309.44205,Amharic
34,722297169.3333334,99753958093.10632,Bhojpuri
35,674571611.7988394,94604336682.9281,Eastern Punjabi
36,719223812.6760564,104925536048.73894,Min Nan Chinese
37,,,Jin Chinese
38,693258453.5087719,110231028293.89314,Yoruba
39,720126923.8095238,118397896437.29857,Hakka Chinese
40,556440858.1395348,93826190486.98846,Burmese
41,570791363.8297873,97838672979.78035,Sudanese Spoken Arabic
42,714344137.9310344,127571886849.10818,Polish
43,624306642.9280397,112322416254.77777,Algerian Spoken Arabic
44,365228381.8858561,65710231987.66539,Lingala
