,0,1,2
0,120496111.81818181,389362106.81951666,English
1,389871219.6779964,1636163271.616884,Mandarin Chinese
2,267940702.025905,2087589991.3386106,Hindi
3,406207794.0543498,3475980028.4495697,Spanish
4,135227594.30864647,2314747121.8359337,French
5,,,Modern Standard Arabic
6,402087748.7348735,6918038411.753476,Bengali
7,279841261.03795505,5085138401.254085,Russian
8,423125278.0752813,7703743586.328922,Portuguese
9,142399592.21789885,2888553256.954968,Urdu
10,102797056.48241206,2423677711.3413334,Indonesian
11,263526322.73402676,9185995075.88868,Standard German
12,468814246.57097286,17540845793.129204,Japanese
13,18269970.836785417,710195392.2914674,Nigerian Pidgin
14,393436488.7991927,18627228726.671154,Marathi
15,405453298.6415883,19878159296.172306,Telugu
16,437767156.4131669,23313878738.93797,Turkish
17,425745029.6296296,23119748756.93038,Tamil
18,466995930.8411215,25596854392.27295,Yue Chinese
19,465338084.876905,25595689507.90847,Vietnamese
20,160766863.6695018,9165242714.229853,Tagalog
21,468614820.04889977,26878806556.84978,Wu Chinese
22,,,Korean
23,341889221.70542634,20724865233.74861,Iranian Persian
24,309140995.0713359,18812628904.270817,Hausa
25,,,Egyptian Spoken Arabic
26,105797384.31372549,6952227656.910639,Swahili
27,,,Javanese
28,447767427.3932253,30940689665.79434,Italian
29,,,Western Punjabi
30,356289941.25,26119860542.37211,Kannada
31,431350625.8064516,32642695155.020607,Gujarati
32,160003292.91598022,12367658813.505781,Thai
33,264377463.6521739,21572667681.22115,Amharic
34,467401015.61904764,41771263747.93828,Bhojpuri
35,436517641.0058027,39614896238.93365,Eastern Punjabi
36,465412235.8148893,43936825404.91159,Min Nan Chinese
37,,,Jin Chinese
38,448609961.4035088,46158462722.58202,Yoruba
39,465996642.17687076,49578280940.66633,Hakka Chinese
40,360074818.60465115,39289053028.23407,Burmese
41,369361080.85106385,40969251665.90574,Sudanese Spoken Arabic
42,462254581.2807882,53419824478.7692,Polish
43,403991004.46650124,47034216625.31776,Algerian Spoken Arabic
44,236340558.808933,27515694452.27523,Lingala
