,0,1,2
0,112116108.86363636,337088277.46641886,English
1,362757299.37388194,1416500088.7947493,Mandarin Chinese
2,249306541.63068748,1807320491.417671,Hindi
3,377957733.0111253,3009312153.8426185,Spanish
4,125823078.07369573,2003980629.8657382,French
5,,,Modern Standard Arabic
6,374124219.6919692,5989256814.725068,Bengali
7,260379466.3051898,4402432887.881524,Russian
8,393698676.4454792,6669477101.330557,Portuguese
9,132496293.385214,2500750393.2793026,Urdu
10,95647949.14572865,2098286737.5651133,Indonesian
11,245199164.04160476,7952728842.1563225,Standard German
12,436210167.38437,15185898653.591389,Japanese
13,16999370.42253521,614848073.9629041,Nigerian Pidgin
14,366074618.86982846,16126429191.418793,Marathi
15,377255709.6133751,17209416014.013447,Telugu
16,407322273.0987514,20183872769.14037,Turkish
17,396136235.1851852,20015805717.69035,Tamil
18,434518307.94392526,22160347410.616417,Yue Chinese
19,432975758.26494724,22159338917.861233,Vietnamese
20,149586197.56986633,7934762589.862087,Tagalog
21,436024610.14669925,23270191022.470142,Wu Chinese
22,,,Korean
23,318112249.6124031,17942447403.096428,Iranian Persian
24,287641525.81063557,16286938458.793407,Hausa
25,,,Egyptian Spoken Arabic
26,98439616.66666667,6018855981.043651,Swahili
27,,,Javanese
28,416627066.8630339,26786745809.08872,Italian
29,,,Western Punjabi
30,331511459.0625,22613137343.56947,Kannada
31,401351985.483871,28260248465.23603,Gujarati
32,148875729.98352554,10707238153.684834,Thai
33,245991111.6521739,18676428090.08404,Amharic
34,434895220.7619048,36163260619.79845,Bhojpuri
35,406159656.2862669,34296396339.829205,Eastern Punjabi
36,433044752.3138833,38038084686.93561,Min Nan Chinese
37,,,Jin Chinese
38,417411006.1403509,39961455974.105515,Yoruba
39,433588515.64625853,42922146324.27528,Hakka Chinese
40,335033113.95348835,34014299225.870037,Burmese
41,343673555.31914896,35468922710.42166,Sudanese Spoken Arabic
42,430106699.5073892,46247943240.28489,Polish
43,375895111.91067,40719635492.3156,Algerian Spoken Arabic
44,219904056.82382134,23821573501.2682,Lingala
