,0,1,2
0,179402986.13636363,863111596.5310882,English
1,580467369.1413238,3626936131.7314305,Mandarin Chinese
2,398928739.90368646,4627628366.4188175,Hindi
3,604790396.5165056,7705317541.996883,Spanish
4,201336241.15286392,5131174936.9068575,French
5,,,Modern Standard Arabic
6,598656186.6886688,15335439874.224148,Bengali
7,416647119.28737414,11272391039.640738,Russian
8,629978322.5455956,17077137989.55949,Portuguese
9,212014410.11673152,6403149586.487982,Urdu
10,153051402.4120603,5372644903.738169,Indonesian
11,392356305.20059437,20362892887.653698,Standard German
12,698003234.370016,38883361148.52381,Japanese
13,27201602.402651202,1574313134.6211057,Nigerian Pidgin
14,585775589.6064581,41291581393.356636,Marathi
15,603667051.3061651,44064559713.74609,Telugu
16,651778168.6719637,51680630311.11664,Turkish
17,633878790.7407408,51250296090.6816,Tamil
18,695295999.5327103,56741376404.482475,Yue Chinese
19,692827683.235639,56738794167.57244,Vietnamese
20,239360880.43742406,20316890455.240715,Tagalog
21,697706314.3031784,59583121299.69714,Wu Chinese
22,,,Korean
23,509028435.65891474,45941480196.69537,Iranian Persian
24,460270599.74059665,41702563973.53711,Hausa
25,,,Egyptian Spoken Arabic
26,157518499.01960784,15411228281.608818,Swahili
27,,,Javanese
28,666667267.1575847,68587229182.00037,Italian
29,,,Western Punjabi
30,530469227.8125,57900741081.47943,Kannada
31,642224791.9354838,72360119890.62729,Gujarati
32,238224023.22899505,27415789972.661247,Thai
33,393623542.95652175,47820831348.65578,Amharic
34,695899117.9047619,92595713633.00684,Bhojpuri
35,649917803.2882012,87815623914.96071,Eastern Punjabi
36,692938084.305835,97396184316.72221,Min Nan Chinese
37,,,Jin Chinese
38,667921690.3508772,102320959734.21399,Yoruba
39,693808189.1156462,109901781571.67404,Hakka Chinese
40,536104416.2790698,87093316713.30974,Burmese
41,549930448.9361702,90817867467.60893,Sudanese Spoken Arabic
42,688236748.7684729,118417455588.84952,Polish
43,601489886.1042184,104262271782.61256,Algerian Spoken Arabic
44,351880250.3722084,60994931331.038475,Lingala
