,0,1,2
0,138842226.8181818,516952640.0598404,English
1,449230995.88550985,2172319565.8157907,Mandarin Chinese
2,308735968.01727,2771674845.8145037,Hindi
3,468054892.6135327,4615028070.34897,Spanish
4,155816648.6683692,3073269367.3724055,French
5,,,Modern Standard Arabic
6,463307550.4950495,9185018671.190536,Bengali
7,322448444.6165763,6751493469.847355,Russian
8,487548145.2852154,10228192511.66323,Portuguese
9,164080617.89883268,3835106719.382156,Urdu
10,118448404.8241206,3217895551.6923757,Indonesian
11,303649478.1575037,12196164759.963535,Standard German
12,540193479.9043062,23288826474.950047,Japanese
13,21051662.13753107,942920167.559062,Nigerian Pidgin
14,453339094.4500505,24731207527.893112,Marathi
15,467185521.63009405,26392057027.906055,Telugu
16,504419320.31782067,30953631473.22289,Turkish
17,490566766.6666667,30695886805.84028,Tamil
18,538098316.8224299,33984718141.68218,Yue Chinese
19,536188055.8030481,33983171534.970753,Vietnamese
20,185244395.1397327,12168612032.15795,Tagalog
21,539963689.7310513,35686754740.26574,Wu Chinese
22,,,Korean
23,393943506.9767442,27516221044.173065,Iranian Persian
24,356209204.6692607,24977361710.847885,Hausa
25,,,Egyptian Spoken Arabic
26,121905547.05882353,9230411430.876421,Swahili
27,,,Javanese
28,515942180.8541973,41079681170.46069,Italian
29,,,Western Punjabi
30,410536805.625,34679108800.98334,Kannada
31,497025841.9354839,43339418868.71519,Gujarati
32,184364567.05107084,16420431683.057388,Thai
33,304630209.3913044,28641840886.972202,Amharic
34,538565077.7142857,55459338993.000885,Bhojpuri
35,502979560.1547389,52596348842.71405,Eastern Punjabi
36,536273496.57947683,58334536132.57163,Min Nan Chinese
37,,,Jin Chinese
38,516912994.7368421,61284184432.98407,Yoruba
39,536946881.6326531,65824646962.33569,Hakka Chinese
40,414897948.8372093,52163729681.61319,Burmese
41,425598089.36170214,54394514615.11454,Sudanese Spoken Arabic
42,532635073.89162564,70925030484.88438,Polish
43,465500586.10421836,62446915176.76393,Algerian Spoken Arabic
44,272324550.3722084,36532345189.86477,Lingala
