,0,1,2
0,98741480.22727273,261460979.2832634,English
1,319483016.90518785,1098701809.3739564,Mandarin Chinese
2,219566101.61076054,1401839865.5582097,Hindi
3,332870150.41035926,2334159196.0020056,Spanish
4,110813308.64647938,1554378401.6683424,French
5,,,Modern Standard Arabic
6,329493947.08470845,4645539630.528912,Bengali
7,229318107.66847405,3414726915.886354,Russian
8,346733314.86224294,5173149381.900142,Portuguese
9,116690458.36575876,1939695594.5314643,Urdu
10,84237851.05527638,1627526502.3878274,Indonesian
11,215948704.01188707,6168497720.160531,Standard German
12,384173497.0494418,11778872772.162607,Japanese
13,14971470.33968517,476904093.8980272,Nigerian Pidgin
14,322404604.5408678,12508390978.237469,Marathi
15,332251873.24973875,13348404749.451086,Telugu
16,358731716.4585698,15655528515.001427,Turkish
17,348880090.7407407,15525168075.926975,Tamil
18,382683464.0186916,17188572022.693104,Yue Chinese
19,381324929.1910903,17187789789.90426,Vietnamese
20,131741662.45443499,6154562278.814995,Tagalog
21,384010075.42787284,18049417139.549644,Wu Chinese
22,,,Korean
23,280163793.79844964,13916977190.698618,Iranian Persian
24,253328003.6316472,12632889256.692099,Hausa
25,,,Egyptian Spoken Arabic
26,86696493.13725491,4668498088.383905,Swahili
27,,,Javanese
28,366926516.6421208,20777016761.592674,Italian
29,,,Western Punjabi
30,291964575.9375,17539776461.39181,Kannada
31,353473640.32258064,21919932351.385456,Gujarati
32,131115948.43492587,8305020257.96625,Thai
33,216646178.08695653,14486285950.52015,Amharic
34,383015413.9047619,28049867550.408432,Bhojpuri
35,357707791.29593813,26601842817.84167,Eastern Punjabi
36,381385692.7565392,29504066255.453415,Min Nan Chinese
37,,,Jin Chinese
38,367616937.71929824,30995920389.475777,Yoruba
39,381864589.11564624,33292366306.0414,Hakka Chinese
40,295066123.25581396,26383035482.792484,Burmese
41,302675823.40425533,27511307529.56275,Sudanese Spoken Arabic
42,378798128.0788177,35872005459.004105,Polish
43,331053584.8635236,31583998861.956833,Algerian Spoken Arabic
44,193671117.36972705,18477094435.092903,Lingala
