,0,1,2
0,116200673.63636364,362096984.5412898,English
1,375973113.77459747,1521590767.2913501,Mandarin Chinese
2,258389167.91763535,1941406283.7210803,Hindi
3,391727322.9254058,3232574163.1831717,Spanish
4,130407009.12075885,2152656712.382491,French
5,,,Modern Standard Arabic
6,387754148.7348735,6433602047.972032,Bengali
7,269865496.51432997,4729051052.527653,Russian
8,408041733.4885526,7164288135.470868,Portuguese
9,137323340.07782102,2686282012.838872,Urdu
10,99132553.16582915,2253959425.957785,Indonesian
11,254132152.15453196,8542744809.351082,Standard German
12,452101984.3700159,16312546230.750689,Japanese
13,17618684.009942006,660463885.6216726,Nigerian Pidgin
14,379411288.39556,17322855085.677357,Marathi
15,390999723.7199582,18486189111.134663,Telugu
16,422161659.02383655,21681321940.359856,Turkish
17,410568096.2962963,21500785930.65878,Tamil
18,450348487.85046726,23804431984.64818,Yue Chinese
19,448749740.6799531,23803348671.433235,Vietnamese
20,155035856.13608748,8523445633.989224,Tagalog
21,451909666.99266505,24996615314.739464,Wu Chinese
22,,,Korean
23,329701575.1937984,19273604376.821262,Iranian Persian
24,298120755.38262,17495272596.437782,Hausa
25,,,Egyptian Spoken Arabic
26,102025925.49019608,6465397187.659033,Swahili
27,,,Javanese
28,431805440.9425626,28774064633.889027,Italian
29,,,Western Punjabi
30,343588938.75,24290814574.352108,Kannada
31,415973864.516129,30356887010.61103,Gujarati
32,154299505.107084,11501612210.768621,Thai
33,254952951.6521739,20062039369.183865,Amharic
34,450739132.1904762,38846226632.47105,Bhojpuri
35,420956686.26692456,36840858983.95633,Eastern Punjabi
36,448821248.2897384,40860144607.78074,Min Nan Chinese
37,,,Jin Chinese
38,432617940.35087717,42926211539.7787,Yoruba
39,449384821.76870745,46106556629.24497,Hakka Chinese
40,347238893.0232558,36537832978.1867,Burmese
41,356194119.14893615,38100375530.416374,Sudanese Spoken Arabic
42,445776157.635468,49679095679.0604,Polish
43,389589557.32009923,43740640683.82447,Algerian Spoken Arabic
44,227915504.7146402,25588905068.635063,Lingala
