,0,1,2
0,94904334.0909091,241534798.31694528,English
1,307067737.92486584,1014968737.0752863,Mandarin Chinese
2,211033646.79508469,1295004364.048635,Hindi
3,319934640.342878,2156270783.470122,Spanish
4,106507044.87413353,1435917798.4583156,French
5,,,Modern Standard Arabic
6,316689638.06380635,4291498795.7631435,Bengali
7,220406684.74051124,3154487446.6430593,Russian
8,333259074.89328676,4778898924.213826,Portuguese
9,112155805.44747081,1791869614.7536929,Urdu
10,80964323.61809045,1503491215.3520367,Indonesian
11,207556823.179792,5698390852.974528,Standard German
12,369244311.80223286,10881194078.07698,Japanese
13,14389671.085335543,440558795.6258336,Nigerian Pidgin
14,309875791.1200807,11555115032.767256,Marathi
15,319340389.7596656,12331110584.263016,Telugu
16,344791212.2587968,14462406332.225145,Turkish
17,335322425.9259259,14341980781.740828,Tamil
18,367812182.2429907,15878615188.538847,Yue Chinese
19,366506440.7971864,15877892570.428072,Vietnamese
20,126622111.78614824,5685517444.391426,Tagalog
21,369087240.83129585,16673854509.7257,Wu Chinese
22,,,Korean
23,269276480.62015504,12856351598.43559,Iranian Persian
24,243483543.45006484,11670125183.267641,Hausa
25,,,Egyptian Spoken Arabic
26,83327421.56862745,4312707568.49426,Swahili
27,,,Javanese
28,352667558.173785,19193581263.620373,Italian
29,,,Western Punjabi
30,280618678.125,16203054014.942871,Kannada
31,339737467.7419355,20249394208.36889,Gujarati
32,126020713.3443163,7672087049.183741,Thai
33,208227193.04347825,13382272815.668507,Amharic
34,368131232.38095236,25912161425.299953,Bhojpuri
35,343807077.36943907,24574491985.30467,Eastern Punjabi
36,366564843.0583501,27255534313.669945,Min Nan Chinese
37,,,Jin Chinese
38,353331149.122807,28633692876.24846,Yoruba
39,367025129.2517007,30755124543.88758,Hakka Chinese
40,283599697.6744186,24372360157.885345,Burmese
41,290913680.85106385,25414645557.45184,Sudanese Spoken Arabic
42,364077832.5123153,33138167031.716377,Polish
43,318188667.4937965,29176953349.12905,Algerian Spoken Arabic
44,186144955.33498758,17068938126.435726,Lingala
