,0,1,2
0,76282499.0909091,156047725.06180066,English
1,246815855.8139535,655738069.7650622,Mandarin Chinese
2,169625277.1172368,836659919.6597667,Hindi
3,257158054.42276126,1393095954.3817115,Spanish
4,85608561.83874498,927699475.9618005,French
5,,,Modern Standard Arabic
6,254549776.45764577,2772596863.27075,Bengali
7,177159166.53756776,2038011057.680888,Russian
8,267868009.62359333,3087490128.214522,Portuguese
9,90148940.07782102,1157668290.1929579,Urdu
10,65077754.3718593,971356448.1844155,Indonesian
11,166830665.08172363,3681543758.1495028,Standard German
12,296792334.6092504,7029983230.870651,Japanese
13,11566174.316487158,284630613.44546205,Nigerian Pidgin
14,249072921.49344096,7465381494.738605,Marathi
15,256680405.85161963,7966726813.561327,Telugu
16,277137346.65153235,9343687215.21309,Turkish
17,269526496.2962963,9265884209.91804,Tamil
18,295641213.08411217,10258653388.948992,Yue Chinese
19,294591680.18757325,10258186529.04698,Vietnamese
20,101776712.51518834,3673226670.354359,Tagalog
21,296666083.6185819,10772431477.305683,Wu Chinese
22,,,Korean
23,216439882.17054263,8306067835.815314,Iranian Persian
24,195707955.38261998,7539685787.410546,Hausa
25,,,Egyptian Spoken Arabic
26,66977172.549019605,2786299156.932389,Swahili
27,,,Javanese
28,283468220.3240059,12400344434.20666,Italian
29,,,Western Punjabi
30,225556548.75,10468262692.18336,Kannada
31,273075232.2580645,13082470609.262436,Gujarati
32,101293318.61614497,4956684249.406697,Thai
33,167369497.04347825,8645848314.995949,Amharic
34,295897660.1904762,16740999102.523617,Bhojpuri
35,276346315.66731143,15876774674.19903,Eastern Punjabi
36,294638622.93762577,17608908342.10556,Min Nan Chinese
37,,,Jin Chinese
38,284001603.50877196,18499291466.870117,Yoruba
39,295008593.1972789,19869879009.18667,Hakka Chinese
40,227952641.8604651,15746183918.534992,Burmese
41,233831497.8723404,16419570389.55626,Sudanese Spoken Arabic
42,292639605.91133004,21409484736.98464,Polish
43,255754670.96774194,18850274271.417274,Algerian Spoken Arabic
44,149620167.7419355,11027682066.563995,Lingala
