,0,1,2
0,70524121.81818181,133377628.27100426,English
1,228184337.03041145,560474614.2735027,Mandarin Chinese
2,156820684.29093325,715112736.8850409,Hindi
3,237745828.6339595,1190711586.9569843,Spanish
4,79146183.14483765,792926367.898251,French
5,,,Modern Standard Arabic
6,235334443.12431243,2369803171.6144733,Bengali
7,163785859.0240124,1741935559.4956923,Russian
8,247647315.7935584,2638949785.703719,Portuguese
9,83343819.45525292,989486074.2720505,Urdu
10,60165195.57788945,830240999.7535982,Indonesian
11,154237030.6092125,3146701271.3157606,Standard German
12,274388214.9920255,6008690544.81325,Japanese
13,10693072.410936205,243280420.39473408,Nigerian Pidgin
14,230271022.40161452,6380835590.599862,Marathi
15,237304236.57262278,6809347121.561707,Telugu
16,256216933.4846765,7986267275.46121,Turkish
17,249180607.4074074,7919767233.153636,Tamil
18,273323988.78504676,8768310193.118353,Yue Chinese
19,272353682.53223914,8767911157.077034,Vietnamese
20,94093840.09720534,3139592462.4959035,Tagalog
21,274271494.37652814,9207448302.023733,Wu Chinese
22,,,Korean
23,200101370.54263565,7099389803.730704,Iranian Persian
24,180934445.6549935,6444345201.669252,Hausa
25,,,Egyptian Spoken Arabic
26,61921231.37254902,2381514841.4240675,Swahili
27,,,Javanese
28,262069905.15463918,10598863454.901478,Italian
29,,,Western Punjabi
30,208529842.5,8947468150.838438,Kannada
31,252461458.06451613,11181892597.905516,Gujarati
32,93646936.40856673,4236593574.2561064,Thai
33,154735187.47826087,7389808099.979179,Amharic
34,273561077.3333333,14308922185.807642,Bhojpuri
35,255485615.4738878,13570249420.804834,Eastern Punjabi
36,272397081.69014084,15050744444.889505,Min Nan Chinese
37,,,Jin Chinese
38,262563024.5614035,15811775657.53032,Yoruba
39,272739123.8095238,16983248779.996979,Hakka Chinese
40,210745060.4651163,13458630457.710764,Burmese
41,216180136.17021278,14034189571.943464,Sudanese Spoken Arabic
42,270548965.51724136,18299185685.612366,Polish
43,236448383.12655088,16111768842.409277,Algerian Spoken Arabic
44,138325711.1662531,9425616930.86191,Lingala
